locality_identifier,household_identifier,treatment_locality,promotion_locality,eligible,enrolled,enrolled_rp,poverty_index,round,age_hh,age_sp,educ_hh,educ_sp,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,school_distance,school,attendance_freq,attendance_rate
29,8644,0,0,1,0,0,51.31375503540039,0,45,28,3,2,0,0,7,0,1,0,140.63049374102087,0,101.96417713165283,87.27520004602557
29,8644,0,0,1,0,0,51.31375503540039,1,46,29,3,2,0,0,7,0,1,0,140.63049374102087,0,100.37063598632813,85.911224715158
29,8649,0,0,1,0,0,57.457496643066406,1,43,40,3,3,0,0,7,1,1,1,140.63049374102087,0,98.94189834594727,84.68831126765842
29,8649,0,0,1,0,0,57.457496643066406,0,42,39,3,3,0,0,7,1,1,1,140.63049374102087,0,103.96774578094482,88.99013424734932
29,8659,0,0,1,0,0,57.65069580078125,1,74,71,1,0,0,0,3,1,1,6,140.63049374102087,0,99.35552978515625,85.04235488981877
29,8659,0,0,1,0,0,57.65069580078125,0,73,70,1,0,0,0,3,1,1,6,140.63049374102087,0,93.88603782653809,80.36079889371449
29,8663,0,0,1,0,0,54.86862564086914,0,30,21,5,5,0,0,4,1,1,0,140.63049374102087,0,100.1441535949707,85.71736941647697
29,8663,0,0,1,0,0,54.86862564086914,1,31,22,5,5,0,0,4,1,1,0,140.63049374102087,0,101.17998313903809,86.6039771763311
29,8664,0,0,1,0,0,55.409584045410156,0,79,62,1,0,0,0,4,1,1,2,140.63049374102087,0,96.39460563659668,82.50798198890293
29,8664,0,0,1,0,0,55.409584045410156,1,80,63,1,0,0,0,4,1,1,2,140.63049374102087,0,99.084197998046875,84.81011120713559
29,8668,0,0,1,0,0,43.27666091918945,1,55,26,0,4,0,0,9,1,1,5,140.63049374102087,0,102.39712238311768,87.6457751292902
29,8668,0,0,1,0,0,43.27666091918945,0,54,25,0,4,0,0,9,1,1,5,140.63049374102087,0,108.47770595550537,92.85038877503669
29,8669,0,0,1,0,0,46.754249572753906,0,38,28,3,6,0,0,7,1,1,0,140.63049374102087,1,105.04951667785645,89.91606504076934
29,8669,0,0,1,0,0,46.754249572753906,1,39,29,3,6,0,0,7,1,1,0,140.63049374102087,0,105.11034679412842,89.96813195991491
29,8677,0,0,1,0,0,56.72333908081055,1,63,53,0,0,0,0,6,1,1,4,140.63049374102087,0,98.56268692016602,84.36372910580697
29,8677,0,0,1,0,0,56.72333908081055,0,62,52,0,0,0,0,6,1,1,4,140.63049374102087,0,101.13778400421143,86.56785725620453
108,8681,1,1,1,1,1,54.71406555175781,1,21,23,9,5,0,0,5,0,1,3,138.7769189318179,0,107.66313457489014,92.15316468913866
108,8681,1,1,1,1,1,54.71406555175781,0,20,22,9,5,0,0,5,0,1,3,138.7769189318179,0,99.99346542358398,85.58838940925968
108,8682,1,1,1,1,1,55.02318572998047,0,26,26,9,6,0,0,8,1,1,0,138.7769189318179,0,108.31027889251709,92.70708128385228
108,8682,1,1,1,1,1,55.02318572998047,1,27,27,9,6,0,0,8,1,1,0,138.7769189318179,0,115.87790566682816,99.18451442930771
108,8686,1,1,1,1,1,52.62751007080078,0,29,29,4,6,0,0,6,0,1,4,138.7769189318179,0,100.3350830078125,85.88079350490875
108,8686,1,1,1,1,1,52.62751007080078,1,30,30,4,6,0,0,6,0,1,4,138.7769189318179,0,114.9307324886322,98.3737911838433
108,8688,1,1,1,1,1,56.72333908081055,0,26,21,5,9,0,0,3,1,1,7,138.7769189318179,0,97.12001609802246,83.12888969313194
108,8688,1,1,1,1,1,56.72333908081055,1,27,22,5,9,0,0,3,1,1,7,138.7769189318179,0,116.09800606966019,99.37290712983992
108,8693,1,1,1,1,1,45.28593444824219,0,27,19,9,6,0,0,5,1,1,14,138.7769189318179,1,100.08879852294922,85.66998880575524
108,8693,1,1,1,1,1,45.28593444824219,1,28,20,9,6,0,0,5,1,1,14,138.7769189318179,0,114.52514147758484,98.02662968436566
108,8698,1,1,1,1,1,47.37248992919922,0,36,32,6,6,0,0,6,1,1,0,138.7769189318179,0,102.8462381362915,88.03019118897612
108,8698,1,1,1,1,1,47.37248992919922,1,37,33,6,6,0,0,6,1,1,0,138.7769189318179,0,114.54026675224304,98.03957600932684
108,8703,1,1,1,1,1,47.411128997802734,0,64,56,0,0,0,0,3,1,0,1,138.7769189318179,0,95.76433563232422,81.9685087910281
108,8703,1,1,1,1,1,47.411128997802734,1,65,56,0,0,0,0,3,1,0,1,138.7769189318179,0,107.29882335662842,91.84133620832084
108,8711,1,1,1,1,1,44.51313781738281,0,25,28,6,6,0,1,4,1,0,0,138.7769189318179,0,102.98698234558105,88.15065976300487
108,8711,1,1,1,1,1,44.51313781738281,1,26,29,6,6,0,1,4,1,0,0,138.7769189318179,0,112.71058177947998,96.47347577185892
108,8712,1,1,1,1,1,40.262752532958984,1,59,41,0,2,1,0,7,1,1,0,138.7769189318179,0,115.30186247825623,98.69145612263543
108,8712,1,1,1,1,1,40.262752532958984,0,58,41,0,2,1,0,7,1,1,0,138.7769189318179,1,102.25760555267334,87.52635711769682
108,8720,1,1,1,1,1,48.68624496459961,1,34,23,0,2,0,0,5,1,1,3,138.7769189318179,0,116.83064270019531,100
108,8720,1,1,1,1,1,48.68624496459961,0,33,22,0,2,0,0,5,1,1,3,138.7769189318179,0,102.2157735824585,87.49055146838425
145,8730,1,1,1,1,1,52.39567184448242,0,57,58,0,0,0,0,5,1,0,3,150.4639603712726,0,99.7340145111084,85.36631504034486
145,8730,1,1,1,1,1,52.39567184448242,1,58,59,0,0,0,0,5,1,0,3,150.4639603712726,0,116.50081712007523,99.71768915029726
145,8731,1,1,1,1,1,40.95826721191406,0,30,28,0,5,0,0,5,1,0,2,150.4639603712726,0,102.51958274841309,87.75059383306953
145,8731,1,1,1,1,1,40.95826721191406,1,31,29,0,5,0,0,5,1,0,2,150.4639603712726,0,116.83064270019531,100
145,8732,1,1,1,1,1,37.944358825683594,1,26,23,4,4,0,0,7,0,0,20,150.4639603712726,0,116.83064270019531,100
145,8732,1,1,1,1,1,37.944358825683594,0,25,22,4,4,0,0,7,0,0,20,150.4639603712726,0,100.72681617736816,86.2160935259494
145,8733,1,1,1,1,1,47.758888244628906,1,47,36,1,2,0,0,10,1,0,5,150.4639603712726,0,116.83064270019531,100
145,8733,1,1,1,1,1,47.758888244628906,0,46,35,1,2,0,0,10,1,0,5,150.4639603712726,0,109.58603477478027,93.79905155190683
145,8736,1,1,1,1,1,41.03554916381836,0,30,38,9,3,0,0,6,1,0,0,150.4639603712726,0,103.41847801208496,88.51999408877006
145,8736,1,1,1,1,1,41.03554916381836,1,31,39,9,3,0,0,6,1,0,0,150.4639603712726,0,115.27782034873962,98.67087750647708
145,8737,1,1,1,1,1,48.60896301269531,0,49,38,3,6,0,0,10,1,0,6,150.4639603712726,1,109.09140920639038,93.37568182889746
145,8737,1,1,1,1,1,48.60896301269531,1,50,39,3,6,0,0,10,1,0,6,150.4639603712726,0,115.8847149014473,99.19034272440372
145,8738,1,1,1,1,1,48.10664749145508,1,37,36,2,2,0,0,9,1,0,5,150.4639603712726,0,116.34689313173294,99.58593947847763
145,8738,1,1,1,1,1,48.10664749145508,0,36,35,2,2,0,0,9,1,0,5,150.4639603712726,0,108.24507713317871,92.65127250130051
145,8744,1,1,1,1,1,39.41267395019531,0,34,33,3,3,0,0,8,1,0,2,150.4639603712726,0,107.01697731018066,91.60009295232761
145,8744,1,1,1,1,1,39.41267395019531,1,35,34,3,3,0,0,8,1,0,2,150.4639603712726,0,113.64202189445496,97.2707324619254
145,8746,1,1,1,1,1,50,0,64,61,0,0,0,0,7,1,0,1,150.4639603712726,0,104.05580806732178,89.06551026543981
145,8746,1,1,1,1,1,50,1,65,62,0,0,0,0,7,1,0,1,150.4639603712726,0,110.75119495391846,94.79635855305733
145,8748,1,1,1,1,1,57.30293655395508,1,37,32,2,4,0,1,5,1,0,4,150.4639603712726,0,108.7306776046753,93.06691728444419
145,8748,1,1,1,1,1,57.30293655395508,0,36,31,2,4,0,1,5,1,0,4,150.4639603712726,0,103.07817840576172,88.22871810290007
145,8749,1,1,1,1,1,51.043277740478516,1,56,55,1,5,0,0,5,1,1,4,150.4639603712726,0,110.77023696899414,94.81265737213047
145,8749,1,1,1,1,1,51.043277740478516,0,55,54,1,5,0,0,5,1,1,4,150.4639603712726,0,98.27371978759766,84.1163906285978
145,8750,1,1,1,1,1,37.789798736572266,1,45,30,2,3,0,1,7,1,0,6,150.4639603712726,0,114.84335970878601,98.29900534185285
145,8750,1,1,1,1,1,37.789798736572266,0,44,29,2,3,0,1,7,1,0,6,150.4639603712726,0,106.36087703704834,91.03851059861586
145,8751,1,1,1,1,1,52.47295379638672,0,53,50,0,0,0,0,2,1,0,3,150.4639603712726,0,93.71487998962402,80.2142980845447
145,8751,1,1,1,1,1,52.47295379638672,1,54,51,0,0,0,0,2,1,0,3,150.4639603712726,0,80.9434928894043,69.28275923048481
145,8752,1,1,1,1,1,39.258113861083984,0,32,27,1,4,0,0,6,1,1,5,150.4639603712726,0,102.60681533813477,87.82525968074918
145,8752,1,1,1,1,1,39.258113861083984,1,33,28,1,4,0,0,6,1,1,5,150.4639603712726,0,115.92309838533401,99.22319667692817
145,8753,1,1,1,1,1,51.46831512451172,1,48,46,1,0,0,0,7,1,0,7,150.4639603712726,0,114.44004225730896,97.95378987255853
145,8753,1,1,1,1,1,51.46831512451172,0,47,45,1,0,0,0,7,1,0,7,150.4639603712726,0,102.6527795791626,87.86460230522295
145,8759,1,1,1,1,1,50.38639831542969,1,45,39,0,3,0,0,7,1,0,7,150.4639603712726,0,112.118896484375,95.96702876324035
145,8759,1,1,1,1,1,50.38639831542969,0,43,38,0,3,0,0,7,1,0,7,150.4639603712726,0,104.09452724456787,89.09865155127991
145,8760,1,1,1,1,1,53.86398696899414,0,38,33,3,0,0,0,7,1,1,3,150.4639603712726,0,104.1490249633789,89.14529831924376
145,8760,1,1,1,1,1,53.86398696899414,1,39,34,3,0,0,0,7,1,1,3,150.4639603712726,0,116.83064270019531,100
145,8761,1,1,1,1,1,48.45440673828125,1,52,43,0,3,0,0,8,1,0,4,150.4639603712726,0,116.83064270019531,100
145,8761,1,1,1,1,1,48.45440673828125,0,51,42,0,3,0,0,8,1,0,4,150.4639603712726,0,106.08369255065918,90.80125735752871
145,8765,1,1,1,1,1,48.18392562866211,0,29,22,3,5,0,0,5,1,0,2,150.4639603712726,0,102.10850524902344,87.3987362297141
145,8765,1,1,1,1,1,48.18392562866211,1,30,23,3,5,0,0,5,1,0,2,150.4639603712726,0,109.03319835662842,93.32585684427305
145,8770,1,1,1,1,1,34.08037185668945,0,30,26,2,4,0,0,8,1,1,4,150.4639603712726,0,107.15576267242432,91.71888487115648
145,8770,1,1,1,1,1,34.08037185668945,1,31,27,2,4,0,0,8,1,1,4,150.4639603712726,0,116.83064270019531,100
146,8771,0,0,1,0,0,52.93663024902344,0,57,51,0,0,0,1,5,0,1,4,148.6395262046503,1,99.28839111328125,84.98488822668719
146,8771,0,0,1,0,0,52.93663024902344,1,58,52,0,0,0,1,5,0,1,4,148.6395262046503,0,104.59946346282959,89.53084657014793
146,8772,0,0,1,0,0,49.92272186279297,0,35,28,2,2,0,1,3,0,1,0,148.6395262046503,0,97.1215877532959,83.13023493547342
146,8772,0,0,1,0,0,49.92272186279297,1,36,29,2,2,0,1,3,0,1,0,148.6395262046503,1,100.36446762084961,85.90594496548279
146,8774,0,0,1,0,0,44.51313781738281,1,27,33,6,2,0,1,4,1,1,5,148.6395262046503,0,105.10649108886719,89.964831708224
146,8774,0,0,1,0,0,44.51313781738281,0,26,32,6,2,0,1,4,1,1,5,148.6395262046503,0,101.43568325042725,86.82284108521614
146,8775,0,0,1,0,0,51.15919494628906,0,48,43,1,0,0,0,7,1,1,10,148.6395262046503,0,101.82509994506836,87.15615834312118
146,8775,0,0,1,0,0,51.15919494628906,1,49,44,1,0,0,0,7,1,1,10,148.6395262046503,0,100.20511627197266,85.76954979963072
146,8776,0,0,1,0,0,49.0726432800293,1,56,41,0,2,0,1,8,1,1,11,148.6395262046503,0,103.26705169677734,88.39038227477344
146,8776,0,0,1,0,0,49.0726432800293,0,55,41,0,2,0,1,8,1,1,11,148.6395262046503,0,104.19679069519043,89.18618291142572
146,8777,0,0,1,0,0,52.743431091308594,0,26,23,2,4,0,1,7,1,1,0,148.6395262046503,0,109.15886735916138,93.43342194845162
146,8777,0,0,1,0,0,52.743431091308594,1,27,23,2,4,0,1,7,1,1,0,148.6395262046503,0,103.18507289886475,88.32021335674142
146,8779,0,0,1,0,0,53.554866790771484,1,47,43,0,0,0,1,8,1,0,20,148.6395262046503,1,102.3842945098877,87.63479524170805
146,8779,0,0,1,0,0,53.554866790771484,0,46,42,0,0,0,1,8,1,0,20,148.6395262046503,0,106.13104629516602,90.84178931336872
146,8781,0,0,1,0,0,46.87017059326172,1,47,42,3,0,0,1,7,1,1,1,148.6395262046503,0,106.56721687316895,91.21512508206958
146,8781,0,0,1,0,0,46.87017059326172,0,46,41,3,0,0,1,7,1,1,1,148.6395262046503,0,106.28793048858643,90.97607274260825
146,8782,0,0,1,0,0,39.41267395019531,1,36,33,3,3,0,1,6,1,0,20,148.6395262046503,0,101.65949535369873,87.01441077797716
146,8782,0,0,1,0,0,39.41267395019531,0,35,32,3,3,0,1,6,1,0,20,148.6395262046503,0,102.27231979370117,87.53895162260389
146,8783,0,0,1,0,0,54.0958251953125,1,65,48,0,0,0,1,4,1,1,3,148.6395262046503,0,102.37878799438477,87.63008199578587
146,8783,0,0,1,0,0,54.0958251953125,0,64,47,0,0,0,1,4,1,1,3,148.6395262046503,0,99.850311279296875,85.46585807588812
146,8784,0,0,1,0,0,46.8315315246582,1,50,41,0,0,0,1,4,1,0,0,148.6395262046503,0,99.76196098327637,85.3902355388734
146,8784,0,0,1,0,0,46.8315315246582,0,49,40,0,0,0,1,4,1,0,0,148.6395262046503,0,101.47875213623047,86.85970545984236
146,8785,0,0,1,0,0,51.23647689819336,1,59,41,0,2,1,0,4,1,1,0,148.6395262046503,0,94.51218032836914,80.89673919786725
146,8785,0,0,1,0,0,51.23647689819336,0,58,41,0,2,1,0,4,1,1,0,148.6395262046503,0,96.14897155761719,82.29773399804849
146,8786,0,0,1,0,0,46.52241134643555,0,31,22,6,6,0,1,6,1,0,0,148.6395262046503,0,107.02403354644775,91.60613266597123
146,8786,0,0,1,0,0,46.52241134643555,1,32,23,6,6,0,1,6,1,0,0,148.6395262046503,0,99.3961410522461,85.07711569071076
146,8787,0,0,1,0,0,44.66769790649414,0,53,38,0,0,0,1,8,1,0,0,148.6395262046503,1,109.56972360610962,93.78509017303081
146,8787,0,0,1,0,0,44.66769790649414,1,54,39,0,0,0,1,8,1,0,0,148.6395262046503,0,106.01967525482178,90.74646240446003
146,8788,0,0,1,0,0,48.68624496459961,0,56,50,0,0,0,1,6,1,0,2,148.6395262046503,0,104.66814041137695,89.58962990554701
146,8788,0,0,1,0,0,48.68624496459961,1,57,51,0,0,0,1,6,1,0,2,148.6395262046503,0,102.91931629180908,88.09274169270407
146,8789,0,0,1,0,0,51.23647689819336,0,75,59,0,0,0,1,6,1,0,3,148.6395262046503,0,104.1681022644043,89.16162734096656
146,8789,0,0,1,0,0,51.23647689819336,1,76,60,0,0,0,1,6,1,0,3,148.6395262046503,0,94.95305061340332,81.27409763298733
146,8790,0,0,1,0,0,53.091190338134766,1,75,71,0,0,0,1,4,1,0,1,148.6395262046503,0,99.45456314086914,85.1271214830892
146,8790,0,0,1,0,0,53.091190338134766,0,74,70,0,0,0,1,4,1,0,1,148.6395262046503,0,100.79176712036133,86.27168762480225
146,8791,0,0,1,0,0,47.44976806640625,0,46,45,3,0,0,1,8,1,1,1,148.6395262046503,0,108.2286548614502,92.63721602489247
146,8791,0,0,1,0,0,47.44976806640625,1,47,46,3,0,0,1,8,1,1,1,148.6395262046503,0,104.13073921203613,89.1296468164187
146,8792,0,0,1,0,0,54.75270462036133,1,66,41,0,2,1,1,3,1,1,0,148.6395262046503,0,84.98998641967773,72.74631419924188
146,8792,0,0,1,0,0,54.75270462036133,0,65,41,0,2,1,1,3,1,1,0,148.6395262046503,0,96.53985595703125,82.63230752292169
146,8794,0,0,1,0,0,46.05873107910156,1,28,25,6,3,0,0,3,1,0,0,148.6395262046503,0,105.21180248260498,90.0549719242699
146,8794,0,0,1,0,0,46.05873107910156,0,27,24,6,3,0,0,3,1,0,0,148.6395262046503,0,98.44732666015625,84.26498766491136
149,8795,0,0,1,0,0,53.1684684753418,0,50,52,1,0,0,1,2,1,0,2,146.80772385994862,0,95.73753547668457,81.94556947046951
149,8795,0,0,1,0,0,53.1684684753418,1,51,53,1,0,0,1,2,1,0,2,146.80772385994862,1,90.21185302734375,77.21591779550566
149,8796,0,0,1,0,0,49.26584243774414,0,48,48,0,0,0,1,5,1,0,2,146.80772385994862,0,103.01885223388672,88.17793846966015
149,8796,0,0,1,0,0,49.26584243774414,1,49,49,0,0,0,1,5,1,0,2,146.80772385994862,0,100.11368751525879,85.69129228550536
149,8797,0,0,1,0,0,40.95826721191406,1,35,26,0,3,0,1,5,1,0,2,146.80772385994862,0,96.37900924682617,82.49463241775443
149,8797,0,0,1,0,0,40.95826721191406,0,34,25,0,3,0,1,5,1,0,2,146.80772385994862,0,105.06830787658691,89.93214917614355
149,8798,0,0,1,0,0,41.653785705566406,0,53,46,2,0,0,1,6,1,0,2,146.80772385994862,0,103.86870956420898,88.90536520521542
149,8798,0,0,1,0,0,41.653785705566406,1,54,47,2,0,0,1,6,1,0,2,146.80772385994862,0,98.97107696533203,84.71328641006147
149,8799,0,0,1,0,0,53.78670883178711,0,27,29,2,0,0,1,6,1,0,2,146.80772385994862,0,106.51748657226563,91.17255893696077
149,8799,0,0,1,0,0,53.78670883178711,1,28,30,2,0,0,1,6,1,0,2,146.80772385994862,1,105.29305744171143,90.12452127984005
149,8800,0,0,1,0,0,51.31375503540039,0,51,50,0,0,0,1,4,1,1,4,146.80772385994862,1,100.0972900390625,85.67725703258085
149,8800,0,0,1,0,0,51.31375503540039,1,52,51,0,0,0,1,4,1,1,4,146.80772385994862,0,84.64180374145508,72.4482907781809
149,8801,0,0,1,0,0,50.695518493652344,0,53,48,2,0,0,1,6,1,0,2,146.80772385994862,0,103.83535861968994,88.87681880356236
149,8801,0,0,1,0,0,50.695518493652344,1,54,49,2,0,0,1,6,1,0,2,146.80772385994862,0,85.27963066101074,72.99423224080935
149,8802,0,0,1,0,0,36.553321838378906,1,37,34,0,0,0,1,7,1,0,2,146.80772385994862,0,105.06264781951904,89.92730450788096
149,8802,0,0,1,0,0,36.553321838378906,0,36,33,0,0,0,1,7,1,0,2,146.80772385994862,0,108.4803876876831,92.85268417641063
149,8804,0,0,1,0,0,50.772796630859375,0,57,58,0,0,0,1,2,1,0,1,146.80772385994862,0,96.62739753723145,82.7072378478578
149,8804,0,0,1,0,0,50.772796630859375,1,57,59,0,0,0,1,2,1,0,1,146.80772385994862,0,89.5176887512207,76.62175494569205
149,8805,0,0,1,0,0,52.62751007080078,1,58,57,1,0,0,1,2,1,0,0,146.80772385994862,0,90.13662528991699,77.15152737901211
149,8805,0,0,1,0,0,52.62751007080078,0,57,56,1,0,0,1,2,1,0,0,146.80772385994862,0,95.80526542663574,82.00354223205483
149,8806,0,0,1,0,0,45.363216400146484,1,37,33,2,1,0,1,4,1,0,1,146.80772385994862,0,95.74402236938477,81.95112186027947
149,8806,0,0,1,0,0,45.363216400146484,0,36,32,2,1,0,1,4,1,0,1,146.80772385994862,0,101.5641508102417,86.93280158602767
149,8807,0,0,1,0,0,49.729522705078125,1,53,46,0,0,0,1,5,1,0,8,146.80772385994862,0,101.56295490264893,86.93177796109063
149,8807,0,0,1,0,0,49.729522705078125,0,52,45,0,0,0,1,5,1,0,8,146.80772385994862,0,101.76614093780518,87.10569298069525
149,8809,0,0,1,0,0,37.17156219482422,1,37,31,0,0,0,1,7,1,0,0,146.80772385994862,0,107.03978729248047,91.61961692461145
149,8809,0,0,1,0,0,37.17156219482422,0,36,30,0,0,0,1,7,1,0,0,146.80772385994862,0,109.0288782119751,93.3221590604096
149,8810,0,0,1,0,0,47.391807556152344,1,60,53,0,0,0,1,7,1,0,1,146.80772385994862,0,100.29673194885254,85.84796730617049
149,8810,0,0,1,0,0,47.391807556152344,0,59,52,0,0,0,1,7,1,0,1,146.80772385994862,0,106.78571510314941,91.40214641904979
149,8811,0,0,1,0,0,35.162288665771484,1,29,25,3,3,0,0,6,1,0,0,146.80772385994862,0,98.81946182250977,84.58351297107481
149,8811,0,0,1,0,0,35.162288665771484,0,28,24,3,3,0,0,6,1,0,0,146.80772385994862,0,104.50593757629395,89.45079403908753
149,8813,0,0,1,0,0,39.72179412841797,0,24,20,1,5,0,1,5,1,1,1,146.80772385994862,0,105.34799003601074,90.17154027505373
149,8813,0,0,1,0,0,39.72179412841797,1,25,21,1,5,0,1,5,1,1,1,146.80772385994862,0,105.0671739578247,89.93117860991538
149,8814,0,0,1,0,0,44.82225799560547,1,39,34,0,0,0,1,4,1,0,0,146.80772385994862,0,101.03222942352295,86.47750888676234
149,8814,0,0,1,0,0,44.82225799560547,0,38,33,0,0,0,1,4,1,0,0,146.80772385994862,0,102.52865600585938,87.75835999547058
149,8815,0,0,1,0,0,51.08191680908203,1,67,41,0,2,0,1,2,1,0,0,146.80772385994862,0,92.38568115234375,79.0765838628647
149,8815,0,0,1,0,0,51.08191680908203,0,66,41,0,2,0,1,2,1,0,0,146.80772385994862,0,93.89074897766113,80.36483135558765
149,8816,0,0,1,0,0,53.323028564453125,1,75,41,0,2,0,1,2,1,0,0,146.80772385994862,0,87.88646697998047,75.22552726642968
149,8816,0,0,1,0,0,53.323028564453125,0,74,41,0,2,0,1,2,1,0,0,146.80772385994862,0,93.81667518615723,80.30142864736666
149,8817,0,0,1,0,0,42.27202606201172,0,34,26,1,0,0,1,5,1,0,1,146.80772385994862,0,104.20868968963623,89.19636773466283
149,8817,0,0,1,0,0,42.27202606201172,1,35,27,1,0,0,1,5,1,0,1,146.80772385994862,0,98.77645683288574,84.54670328773311
149,8818,0,0,1,0,0,51.23647689819336,1,65,41,0,2,1,1,4,1,0,0,146.80772385994862,0,97.86516571044922,83.76669292283677
149,8818,0,0,1,0,0,51.23647689819336,0,64,41,0,2,1,1,4,1,0,0,146.80772385994862,0,98.9349479675293,84.68236216196378
149,8820,0,0,1,0,0,42.812984466552734,1,24,19,4,1,0,1,5,1,0,4,146.80772385994862,0,102.8628978729248,88.04445092105347
149,8820,0,0,1,0,0,42.812984466552734,0,23,18,4,1,0,1,5,1,0,4,146.80772385994862,0,105.42063617706299,90.23372100039533
149,8821,0,0,1,0,0,45.47913360595703,0,43,37,0,0,0,1,7,1,0,0,146.80772385994862,0,108.12293529510498,92.54672643765592
149,8821,0,0,1,0,0,45.47913360595703,1,43,38,0,0,0,1,7,1,0,0,146.80772385994862,0,106.34357452392578,91.02370068854205
26,8823,1,1,1,1,1,55.02318572998047,1,73,63,0,2,0,0,2,1,0,6,148.92484628875755,0,112.41243171691895,96.2182772591484
26,8823,1,1,1,1,1,55.02318572998047,0,72,62,0,2,0,0,2,1,0,6,148.92484628875755,0,92.77496147155762,79.40978439161023
26,8825,1,1,1,1,1,49.14992141723633,1,34,24,6,0,0,0,6,1,1,0,148.92484628875755,0,114.0072009563446,97.58330376466722
26,8825,1,1,1,1,1,49.14992141723633,0,33,23,6,0,0,0,6,1,1,0,148.92484628875755,0,103.76688194274902,88.81820688860728
26,8829,1,1,1,1,1,54.559505462646484,0,26,21,9,9,0,0,4,1,1,0,148.92484628875755,0,100.48114585876465,86.00581451615747
26,8829,1,1,1,1,1,54.559505462646484,1,27,22,9,9,0,0,4,1,1,0,148.92484628875755,0,113.76428961753845,97.37538627556336
26,8833,1,1,1,1,1,56.33694076538086,0,33,32,3,6,0,0,5,0,1,1,148.92484628875755,1,98.27092742919922,84.11400053783572
26,8833,1,1,1,1,1,56.33694076538086,1,34,33,3,6,0,0,5,0,1,1,148.92484628875755,0,109.11819171905518,93.3986060481312
26,8835,1,1,1,1,1,55.56414031982422,0,56,46,0,0,0,0,8,1,1,0,148.92484628875755,0,106.18875312805176,90.89118288987572
26,8835,1,1,1,1,1,55.56414031982422,1,57,47,0,0,0,0,8,1,1,0,148.92484628875755,0,116.83064270019531,100
26,8837,1,1,1,1,1,57.80525588989258,1,33,20,4,3,0,0,5,0,1,3,148.92484628875755,0,116.63796977698803,99.8350835716091
26,8837,1,1,1,1,1,57.80525588989258,0,32,19,4,3,0,0,5,0,1,3,148.92484628875755,0,99.00465774536133,84.74202953708121
26,8838,1,1,1,1,1,36.6306037902832,0,40,29,2,5,0,0,7,1,1,1,148.92484628875755,0,104.59617614746094,89.52803282600283
26,8838,1,1,1,1,1,36.6306037902832,1,41,30,2,5,0,0,7,1,1,1,148.92484628875755,0,115.82752203941345,99.14138907601834
26,8842,1,1,1,1,1,53.74265670776367,1,26,27,0,4,0,0,6,1,0,0,148.92484628875755,0,114.5100486278534,98.01371111319065
26,8842,1,1,1,1,1,53.74265670776367,0,25,26,0,4,0,0,6,1,0,0,148.92484628875755,1,105.58592510223389,90.3751983742681
26,8845,1,1,1,1,1,37.963680267333984,1,42,41,1,2,1,0,7,1,0,0,148.92484628875755,0,116.83064270019531,100
26,8845,1,1,1,1,1,37.963680267333984,0,40,41,1,2,1,0,7,1,0,0,148.92484628875755,0,102.57088661193848,87.79450685309548
26,8847,1,1,1,1,1,53.9721794128418,0,34,30,2,1,0,0,6,1,1,3,148.92484628875755,0,102.58894634246826,87.80996489570519
26,8847,1,1,1,1,1,53.9721794128418,1,35,31,2,1,0,0,6,1,1,3,148.92484628875755,0,116.83064270019531,100
26,8850,1,1,1,1,1,56.56877899169922,1,65,56,0,3,0,0,4,1,1,1,148.92484628875755,0,108.9851655960083,93.2847436914991
26,8850,1,1,1,1,1,56.56877899169922,0,64,55,0,3,0,0,4,1,1,1,148.92484628875755,0,97.47173500061035,83.42993990946127
26,8855,1,1,1,1,1,52.009273529052734,0,64,41,1,2,1,0,2,1,1,0,148.92484628875755,0,90.840484619140625,77.753988610891
26,8855,1,1,1,1,1,52.009273529052734,1,65,41,1,2,1,0,2,1,1,0,148.92484628875755,0,103.67642307281494,88.74077953920356
26,8858,1,1,1,1,1,57.38021469116211,1,25,23,6,6,0,0,5,1,1,0,148.92484628875755,0,113.596928358078,97.23213510823912
26,8858,1,1,1,1,1,57.38021469116211,0,24,22,6,6,0,0,5,1,1,0,148.92484628875755,1,102.66446113586426,87.87460101483515
26,8863,1,1,1,1,1,55.48686218261719,0,37,33,3,8,0,0,5,0,1,0,148.92484628875755,0,98.02544212341309,83.90387988788254
26,8863,1,1,1,1,1,55.48686218261719,1,38,34,3,8,0,0,5,0,1,0,148.92484628875755,0,112.9777934551239,96.70219288705071
26,8864,1,1,1,1,1,54.71406555175781,0,28,24,5,9,0,0,5,0,1,0,148.92484628875755,0,99.45260047912598,85.12544156273799
26,8864,1,1,1,1,1,54.71406555175781,1,29,24,5,9,0,0,5,0,1,0,148.92484628875755,0,114.22141432762146,97.76665752043364
26,8879,1,1,1,1,1,52.55023193359375,1,26,21,2,9,0,0,4,1,1,0,148.92484628875755,0,109.4558916091919,93.6876568333805
26,8879,1,1,1,1,1,52.55023193359375,0,25,20,2,9,0,0,4,1,1,0,148.92484628875755,0,100.65143966674805,86.15157576855458
26,8881,1,1,1,1,1,51.043277740478516,0,56,52,3,1,0,0,5,1,1,0,148.92484628875755,0,98.96549987792969,84.70851275883997
26,8881,1,1,1,1,1,51.043277740478516,1,57,53,3,1,0,0,5,1,1,0,148.92484628875755,0,115.9971883893013,99.28661326204224
